Subject,Level,TrialNo,Pred,Early.Late,Right.Wrong,Length,SoundFile,QuLength,CharacterLength,QuOnset,QuOffset,Response Onset,RT.s,QuLength.ms,CharacterLength.ms,QuOnset.ms,QuOffset.ms,ResponseOnset.ms,RT.ms,Response,Accuracy,Comments
39,Beach,23,Pred,early,wrong,Short,skye_early_p,2.810606874,0.867887352,3.708782693,6.519389567,6.900140197,0.38075063,2810.606874,867.8873519,3708.782693,6519.389567,6900.140197,380.7506299,n,1,
39,Beach,24,Pred,late,wrong,Short,jake_late_p,2.481745229,0.575741449,3.658677137,6.140422366,6.870689991,0.730267625,2481.745229,575.7414486,3658.677137,6140.422366,6870.689991,730.2676252,n,1,
39,Cave,1,Pred,early,right,Long,thefatcontroller early_p,3.268871248,0.761147178,3.732154448,7.001025696,7.045438163,0.044412467,3268.871248,761.1471784,3732.154448,7001.025696,7045.438163,44.41246731,y,1,
39,Cave,2,Pred,late,wrong,Short,olaf late_p,2.392736797,0.541335584,3.637150466,6.029887263,6.5413138,0.511426536,2392.736797,541.3355836,3637.150466,6029.887263,6541.3138,511.4265365,n,1,
39,Cave,3,Pred,early,right,Long,captainbarnacles early p,3.042028443,0.709611359,3.801357243,6.843385686,7.175014767,0.331629081,3042.028443,709.6113592,3801.357243,6843.385686,7175.014767,331.629081,y,1,
39,Cave,5,Pred,late,right,Short,elsa late p,2.419902645,0.535148257,3.695395461,6.115298107,7.478108965,1.362810859,2419.902645,535.1482569,3695.395461,6115.298107,7478.108965,1362.810859,y,1,
39,Cave,6,Pred,early,right,Short,olaf early p,2.40183226,0.701062683,3.689122012,6.090954272,6.135482936,0.044528665,2401.83226,701.0626826,3689.122012,6090.954272,6135.482936,44.52866455,y,1,
39,Cave,7,Pred,early,wrong,Long,lighteningmcqueen early p,3.446309296,0.750863129,3.702179482,7.148488778,8.688303627,1.539814849,3446.309296,750.8631287,3702.179482,7148.488778,8688.303627,1539.814849,n,1,
39,Cave,8,Pred,early,right,Short,gaston early_p,2.477375091,0.750778099,3.685046294,6.162421384,6.602723454,0.44030207,2477.375091,750.7780986,3685.046294,6162.421384,6602.723454,440.3020702,y,1,
39,Cave,9,Pred,late,right,Short,dipsy late_p,2.271873471,0.455871197,3.720272088,5.992145558,7.881478003,1.889332445,2271.873471,455.8711967,3720.272088,5992.145558,7881.478003,1889.332445,y,1,
